record_id,ocid,contract_id,data_source,country,country_name,buyer_region,is_oecd,tender_date,award_date,contract_date,year,month,quarter,year_month,time_to_award_days,value_local,currency_local,value_usd,value_eur,value_usd_2020,log_value_usd,estimated_value_usd,procurement_method,procurement_method_category,is_framework,is_emergency,is_above_threshold,n_bidders,single_bidder,competitive,hhi_buyer,hhi_sector,buyer_id,buyer_name,buyer_type,buyer_type_category,supplier_id,supplier_name,supplier_country,supplier_is_sme,supplier_is_foreign,cpv_code,cpv_division,cpv_group,cpv_class,cpv_description,sector,gprd_sector,carbon_intensity_kg_usd,carbon_footprint_kg,flag_missing_value,flag_missing_dates,flag_outlier_value,quality_score
EU_TED_30399237,ocds-ted-eu-2022706829,2022706829-73,EU_TED,RO,Romania,,False,,,,2022.0,12.0,4.0,NaT,,335451.99,EUR,352224.5895,335451.99,306435.392865,5.546819671652241,,open,OPEN,False,,True,,False,False,0.6027320194002163,,9709368,PENITENCIAR SPITAL DEJ,Public undertaking,OTHER,nan,nan,nan,False,True,33600000,33,336,3360,,,,,,False,True,False,0.5714285714285714
OCDS_CO_39844630,ocds-k50g02-17-4-6791909,17-4-6791909,OCDS_CO,CO,Colombia,,True,2017-06-22 08:00:00,,,2017.0,6.0,2.0,2017-06,,13000000.0,COP,4406.779661016949,4006.163328197226,4803.389830508475,3.644121336328674,4406.779661016949,open,OPEN,False,False,False,0.0,False,False,0.9498317417052105,0.03271454890460778,,BOYACA - EMPRESAS PUBLICAS DE GARAGOA SA ESP,,OTHER, 83051500,COOPERATIVA DE SERVICIOS Y TRABAJO ASOCIADO DE GARAGOA,Colombia,False,False,801015,80,801,8010,,SERVICES,,,,False,True,False,0.5714285714285714
OCDS_CO_43759086,ocds-k50g02-21-13-11494469,21-13-11494469,OCDS_CO,CO,Colombia,,True,2021-01-07 00:00:00,,,2021.0,1.0,1.0,2021-01,,10000000.0,COP,2673.7967914438505,2430.724355858046,2540.1069518716577,3.4271283977995197,3342.2459893048126,open,OPEN,False,False,False,0.0,False,False,0.04962701166175788,0.999512881969996,819003219,NARIÑO - ALCALDÍA MUNICIPIO DE FUNES,,OTHER,860524654,ASEGURADORA SOLIDARIA DE COLOMBIA,Colombia,False,False,841316,84,841,8413,,OTHER,,,,False,True,False,0.7142857142857143
EU_TED_14618381,ocds-ted-eu-156873,-28,EU_TED,PT,Portugal,,True,,,,2018.0,1.0,1.0,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,1.0,,None,"Hospital Distrital de Santarém, E.P.E.",Central government,CENTRAL_GOVERNMENT,,,,False,True,33696000.0,33,336,3369,,,,,,True,True,False,0.2857142857142857
EU_TED_27494308,ocds-ted-eu-2021357711,2021357711-3,EU_TED,BG,Bulgaria,,False,,,,2021.0,7.0,3.0,NaT,,1242628.23,EUR,1466301.3114,1242628.23,1392986.24583,6.166223222987504,,open,OPEN,True,,True,6.0,False,True,0.32366290559211264,,130277958,Чез Разпределение България АД,EU institution,OTHER,111553117,Стенли - 03 ЕООД,BG,False,True,45231400,45,452,4523,,,,,,False,False,False,0.7142857142857143
OCDS_CO_34519114,ocds-k50g02-12-13-1193901,12-13-1193901,OCDS_CO,CO,Colombia,,True,2012-10-11 08:00:00,,,2012.0,10.0,4.0,2012-10,,8000000.0,COP,4444.444444444444,4040.40404040404,5244.444444444444,3.6478174818886373,5444.444444444444,open,OPEN,False,False,False,0.0,False,False,0.9999418086675952,0.999512881969996,899999239,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR - ICBF,,OTHER,806008799,"FUNDACION SOCIAL PARA LA PEDAGOGIA, COMUNICACIoN, INVESTIGACION Y CIUDADANIA VOX POPULI CORPORACION",Colombia,False,False,,,,,,OTHER,,,,False,True,False,0.5714285714285714
EU_TED_4532045,ocds-ted-eu-201485090,201485090-nan,EU_TED,FR,France,,True,,,,2014.0,,,NaT,,,EUR,,,,,,open,OPEN,True,,False,1.0,True,False,0.9998982334511768,,nan,Centre hospitalier d'Arles,Utilities,OTHER,nan,Fresenius Vial,FR,False,True,50421200.0,50,504,5042,,,,,,True,True,False,0.5714285714285714
EU_TED_25383650,ocds-ted-eu-2020526714,2020526714-84,EU_TED,RO,Romania,,False,,,,2020.0,10.0,4.0,NaT,,362839.94,EUR,413637.5316,362839.94,413637.5316,5.616619937792054,,open,OPEN,False,,True,,False,False,0.6320162787155689,,2540589,Spitalul Județean de Urgență Vâlcea,Public undertaking,OTHER,nan,nan,nan,False,True,33690000,33,336,3369,,,,,,False,True,False,0.5714285714285714
EU_TED_22635379,ocds-ted-eu-2019290263,2019290263-nan,EU_TED,FR,France,,True,,,,2019.0,6.0,2.0,NaT,,2587.5,EUR,2898.0000000000005,2587.5,3013.9200000000005,3.462098381135156,,limited,NEGOTIATED,False,,False,1.0,True,False,0.9998982334511768,,nan,Région Normandie,Body governed by public law,PUBLIC_BODY,nan,My Favourite Things,FR,True,True,92312000,92,923,9231,,,,,,False,False,False,0.7142857142857143
EU_TED_19052459,ocds-ted-eu-4590951,-1,EU_TED,FR,France,,True,,,,2018.0,6.0,2.0,NaT,,,EUR,,,,,,open,OPEN,True,,False,,False,False,0.7823943979784425,,13002058900011,Groupement de coopération sanitaire HACOM,Public undertaking,OTHER,,,,False,True,15000000.0,15,150,1500,,,,,,True,True,False,0.2857142857142857
EU_TED_27468009,ocds-ted-eu-2021343771,2021343771-6,EU_TED,ES,Spain,,True,,,,2021.0,7.0,3.0,NaT,,29726784.62,EUR,35077605.8516,29726784.62,33323725.559019998,7.545029943846749,,open,OPEN,False,,True,22.0,False,True,0.9998982334511768,,nan,"Canal de Isabel II, S. A.",EU institution,OTHER,nan,"UTE CANALIZACIONES TADOP, S.L. – ARTERIEGO, S.L. – AVANCE Y DESARROLLO DE OBRAS, S.L.",ES,False,True,45231300,45,452,4523,,,,,,False,False,False,0.7142857142857143
EU_TED_2588112,ocds-ted-eu-2011210085,2011210085-nan,EU_TED,DK,Denmark,,True,,,,2011.0,,,NaT,,,EUR,,,,,,open,OPEN,True,,False,,False,False,0.9998982334511768,,nan,Region Syddanmark,Body governed by public law,PUBLIC_BODY,nan,Stryker Danmark,DK,False,True,33183100.0,33,331,3318,,,,,,True,True,False,0.42857142857142855
OCDS_CO_43183927,ocds-k50g02-20-4-10996094,20-4-10996094,OCDS_CO,CO,Colombia,,True,2020-08-03 08:00:00,,,2020.0,8.0,3.0,2020-08,,4693333.0,COP,1271.9059620596206,1156.2781473269276,1271.9059620596206,3.104455003082591,1271.9059620596206,open,OPEN,False,False,False,0.0,False,False,0.15221994372510514,0.011109378951768655,807004393,NORTE DE SANTANDER - ESE HOSPITAL LOCAL DE LOS PATIOS,,OTHER,60442322,ANA MILENA DIAZ ARIAS,Colombia,False,False,851015,85,851,8510,,HEALTH,,,,False,True,False,0.7142857142857143
OCDS_CO_44933209,ocds-k50g02-CO1.BDOS.1356624,4300010857,OCDS_CO,CO,Colombia,,True,2020-07-23 22:40:23,,,2020.0,7.0,3.0,2020-07,,,COP,,,,,114.60704607046071,direct,DIRECT,False,False,False,0.0,False,False,0.7630708997136776,0.999512881969996,860005216,BANCO DE LA REPUBLICA,,OTHER,,,,False,True,1.93141702,1.,1.9,1.93,,OTHER,,,,True,True,False,0.42857142857142855
OCDS_CO_42564972,ocds-k50g02-20-12-10678346,20-12-10678346,OCDS_CO,CO,Colombia,,True,2020-04-15 13:37:09,,,2020.0,4.0,2.0,2020-04,,15000000.0,COP,4065.040650406504,3695.4915003695487,4065.040650406504,3.6090648928966207,4065.040650406504,direct,DIRECT,False,False,False,0.0,False,False,0.021588457478482592,0.03271454890460778,890106291,CAQUETA - SOLITA - ALCALDIA,,OTHER,8779031,PAOLINO BARCELo FaBREGAS,Colombia,False,False,801116,80,801,8011,,SERVICES,,,,False,True,False,0.7142857142857143
EU_TED_7886492,ocds-ted-eu-344723,-19,EU_TED,HR,Croatia,,False,,,,2017.0,6.0,2.0,NaT,,562710.18,EUR,635862.5034,562710.18,693090.128706,5.803363215537775,,open,OPEN,False,,True,,False,False,0.8304900851039939,,32206148371,Klinička bolnica Dubrava,Public undertaking,OTHER,,,,False,True,33140000.0,33,331,3314,,,,,,False,True,False,0.42857142857142855
EU_TED_16990590,ocds-ted-eu-2529082,-nan,EU_TED,PL,Poland,,True,,,,2018.0,8.0,3.0,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,1.0,,None,Samodzielny Publiczny Zakład Opieki Zdrowotnej Ministerstwa Spraw Wewnętrznych i Administracji w Białymstoku---Uniwersytecki Dziecięcy Szpital Kliniczny im. L. Zamenhofa---Uniwersytecki Szpital Kliniczny---Uniwersytet Medyczny w Białymstoku,Utilities,OTHER,,,,False,True,9300000.0,93,930,9300,,,,,,True,True,False,0.2857142857142857
EU_TED_26138219,ocds-ted-eu-569551,-22,EU_TED,RO,Romania,,False,,,,2020.0,6.0,2.0,NaT,,456652.13,EUR,520583.42819999997,456652.13,520583.42819999997,5.716490339040512,,open,OPEN,True,,True,,False,False,0.808993811525929,,7422690,Serviciul de Ambulanță Județean Arad,Central government,CENTRAL_GOVERNMENT,,,,False,True,33141000,33,331,3314,,,,,,False,True,False,0.42857142857142855
EU_TED_21717127,ocds-ted-eu-7255619,-01,EU_TED,FR,France,,True,,,,2018.0,6.0,2.0,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,1.0,,None,HALPADES,Utilities,OTHER,,,,False,True,45000000.0,45,450,4500,,,,,,True,True,False,0.2857142857142857
EU_TED_24037691,ocds-ted-eu-868549,-nan,EU_TED,BG,Bulgaria,,False,,,,2019.0,8.0,3.0,NaT,,8179806.69,EUR,9161383.492800001,8179806.69,9527838.832512,6.9619610629602935,,open,OPEN,False,,True,,False,False,0.6590722079296524,,831605806,„УМБАЛ „Царица Йоанна“ — ИСУЛ“ ЕАД,Utilities,OTHER,,,,False,True,33600000,33,336,3360,,,,,,False,True,False,0.42857142857142855
EU_TED_13554374,ocds-ted-eu-2023113763,2023113763-49,EU_TED,ES,Spain,,True,,,,2018.0,2.0,1.0,NaT,,7894448.14,EUR,9315448.8052,7894448.14,9874375.733512,6.969203783432627,,open,OPEN,False,,True,31.0,False,True,0.24888322380347122,,Q2801221I,SERVICIO MADRILEÑO DE SALUD. Subdirección Gral. Contratación del Servicio Madrileño de Salud.,Body governed by public law,PUBLIC_BODY,B30349401,PRODUCTOS MEDICOS HOSPITALARIOS S.L.,ES,False,True,33141320,33,331,3314,,,,,,False,False,False,0.7142857142857143
EU_TED_24129547,ocds-ted-eu-960405,-126,EU_TED,RO,Romania,,False,,,,2019.0,9.0,3.0,NaT,,8263132.53,EUR,9254708.433600001,8263132.53,9624896.770944001,6.966362741006454,,open,OPEN,True,,True,,False,False,0.49777474793761056,,4394927,Spitalul Județean de Urgență Slatina,Utilities,OTHER,,,,False,True,33610000,33,336,3361,,,,,,False,True,False,0.42857142857142855
EU_TED_21339279,ocds-ted-eu-6877771,-29,EU_TED,PL,Poland,,True,,,,2018.0,2.0,1.0,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,0.9160362853769956,,000296213,Wojewódzki Szpital Specjalistyczny im. Św. Rafała w Czerwonej Górze,Public undertaking,OTHER,,,,False,True,33600000.0,33,336,3360,,,,,,True,True,False,0.2857142857142857
EU_TED_3600865,ocds-ted-eu-75677,-nan,EU_TED,BG,Bulgaria,,False,,,,2012.0,,,NaT,,,EUR,,,,,,open,OPEN,True,,False,,False,False,1.0,,None,"ДП ""Национална компания ""Железопътна Инфраструктура""",Public undertaking,OTHER,,,,False,True,44300000.0,44,443,4430,,,,,,True,True,False,0.2857142857142857
EU_TED_22504353,ocds-ted-eu-2019203584,2019203584-2,EU_TED,SI,Slovenia,,True,,,,2019.0,4.0,2.0,NaT,,6756.84,EUR,7567.660800000001,6756.84,7870.3672320000005,3.8789616577502826,,open,OPEN,False,,False,2.0,False,True,0.32985579892908556,,7233817000,InnoRenew CoE Center odličnosti za raziskave in inovacije na področju obnovljivih materialov in zdravega bivanjskega okolja,Utilities,OTHER,3911055000,"Mikro+Polo, družba za inženiring, proizvodnjo in trgovino, d.o.o.",SI,True,True,38000000,38,380,3800,,,,,,False,False,False,0.7142857142857143
OCDS_CO_45560074,ocds-k50g02-CO1.BDOS.514744,PRO-006-CBN3-2018,OCDS_CO,CO,Colombia,,True,2018-08-24 16:56:06,,,2018.0,8.0,3.0,2018-08,,2355000.0,COP,798.3050847457627,725.7318952234206,846.2033898305085,2.902168895486752,798.3050847457627,direct,DIRECT,False,False,False,0.0,False,False,0.9498317417052105,0.999512881969996,,ARMADA NACIONAL DE LA REPUBLICA DE COLOMBIA,,OTHER,nan,nan,nan,,True,1.80131502,1.,1.8,1.80,,OTHER,,,,False,True,False,0.5714285714285714
EU_TED_12056231,ocds-ted-eu-2021319040,2021319040-6,EU_TED,LV,Latvia,,True,,,,2018.0,6.0,2.0,NaT,,3236.8,EUR,3819.424,3236.8,4048.58944,3.5819978727328547,,open,OPEN,False,,False,3.0,False,True,0.6622525126682338,,90002121030,Latvijas Valsts mežzinātnes institūts “Silava”,Utilities,OTHER,40103868193,SIA “Sentios”,LV,True,True,38000000,38,380,3800,,,,,,False,False,False,0.7142857142857143
OCDS_CO_39183167,ocds-k50g02-17-12-6461778,17-12-6461778,OCDS_CO,CO,Colombia,,True,2017-04-06 10:10:10,,,2017.0,4.0,2.0,2017-04,,12000000.0,COP,4067.7966101694915,3697.9969183359012,4433.898305084746,3.6093592300694617,4067.7966101694915,direct,DIRECT,False,False,False,0.0,False,False,0.017798093362227367,0.03271454890460778,800103659,CASANARE - PAZ DE ARIPORO - ALCALDIA,,OTHER,79531697,JOSE MARIA CALDERON CARRREÑO,Colombia,False,False,801116,80,801,8011,,SERVICES,,,,False,True,False,0.7142857142857143
OCDS_CO_43527781,ocds-k50g02-21-12-11781560,21-12-11781560,OCDS_CO,CO,Colombia,,True,2021-03-11 00:00:00,,,2021.0,3.0,1.0,2021-03,,13200000.0,COP,3529.4117647058824,3208.5561497326203,3352.9411764705883,3.5477023290053697,3529.4117647058824,limited,NEGOTIATED,False,False,False,0.0,False,False,0.022402541013189677,0.03271454890460778,890505253,CORPONOR - CORPORACIÓN AUTÓNOMA REGIONAL DE LA FRONTERA NORORIENTAL,,OTHER,109046018,SANTIAGO GONZALEZ CAMPO,Colombia,False,False,801116,80,801,8011,,SERVICES,,,,False,True,False,0.7142857142857143
EU_TED_2921745,ocds-ted-eu-90227,-nan,EU_TED,FR,France,,True,,,,2011.0,,,NaT,,,EUR,,,,,,open,OPEN,True,,False,,False,False,1.0,,None,Conseil général des Alpes Maritimes,Body governed by public law,PUBLIC_BODY,,,,False,True,45000000.0,45,450,4500,,,,,,True,True,False,0.2857142857142857
EU_TED_17870380,ocds-ted-eu-3408872,-19,EU_TED,PT,Portugal,,True,,,,2018.0,6.0,2.0,NaT,,259290.0,EUR,305962.2,259290.0,324319.93200000003,5.485667775025863,,open,OPEN,False,,True,,False,False,0.9721622730326633,,502661038,Município de Abrantes,Body governed by public law,PUBLIC_BODY,,,,False,True,60130000.0,60,601,6013,,,,,,False,True,False,0.42857142857142855
EU_TED_19926674,ocds-ted-eu-5465166,-49,EU_TED,RO,Romania,,False,,,,2018.0,4.0,2.0,NaT,,3207947.01,EUR,3785377.4717999995,3207947.01,4012500.1201079995,6.5781091931480935,,open,OPEN,True,,True,,False,False,0.4500087601527524,,4193125,MINISTERUL APARARII - UNITATEA MILITARA 02574,Central government,CENTRAL_GOVERNMENT,,,,False,True,15113000.0,15,151,1511,,,,,,False,True,False,0.42857142857142855
OCDS_CO_44707559,ocds-k50g02-64072,113927,OCDS_CO,CO,Colombia,,True,2021-02-11 00:00:00,2021-02-11 00:00:00,,2021.0,2.0,1.0,2021-02,0.0,617460.0,COP,165.09625668449198,150.08750607681088,156.84144385026738,2.217737226383937,,selective,RESTRICTED,False,False,False,0.0,False,False,0.05520867869644235,0.999512881969996,900475780,UNIDAD NACIONAL DE PROTECCION - UNP,,OTHER,1,Cleaner SA,Colombia,False,False,,,,,,OTHER,,,,False,False,False,0.7142857142857143
EU_TED_6993851,ocds-ted-eu-2017104158,2017104158-nan,EU_TED,SI,Slovenia,,True,,,,2017.0,3.0,1.0,NaT,,577761.88,EUR,652870.9243999999,577761.88,711629.3075959999,5.8148273277347835,,limited,NEGOTIATED,True,,True,9.0,False,True,0.6078597658361069,,5055733000,OI Ljubljana,Public undertaking,OTHER,1215337000---5448743000---2010615000---1549707000,Galileo 3000 d.o.o.---Kompas d.d.---O-Turs d.o.o.---Stal d.o.o.,SI---SI---SI---SI,False,True,55000000.0,55,550,5500,,,,,,False,False,False,0.7142857142857143
EU_TED_26847194,ocds-ted-eu-1278526,-nan,EU_TED,PL,Poland,,True,,,,2020.0,12.0,4.0,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,1.0,,None,Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie,Utilities,OTHER,,,,False,True,80511000,80,805,8051,,,,,,True,True,False,0.2857142857142857
EU_TED_21832411,ocds-ted-eu-7370903,-3,EU_TED,BE,Belgium,,True,,,,2018.0,7.0,3.0,NaT,,3750000.0,EUR,4425000.0,3750000.0,4690500.0,6.645913275033844,,limited,NEGOTIATED,True,,True,,False,False,0.9876859790685106,,0833.506.251_24973,Hospilim VZW,Utilities,OTHER,,,,False,True,15880000.0,15,158,1588,,,,,,False,True,False,0.42857142857142855
EU_TED_20089723,ocds-ted-eu-5628215,-28,EU_TED,BG,Bulgaria,,False,,,,2018.0,5.0,2.0,NaT,,1785458.64,EUR,2106841.1952,1785458.64,2233251.666912,6.323631801556114,,open,OPEN,False,,True,,False,False,0.758367445168503,,130072241,МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - ПАЗАРДЖИК АД,Utilities,OTHER,,,,False,True,33140000.0,33,331,3314,,,,,,False,True,False,0.42857142857142855
EU_TED_2054371,ocds-ted-eu-2010290171,2010290171-nan,EU_TED,PL,Poland,,True,,,,2010.0,,,NaT,,7434.85,EUR,9888.3505,7434.85,9888.3505,3.995123851911215,,open,OPEN,False,,False,1.0,True,False,0.9998982334511768,,nan,Kompania Węglowa SA,EU institution,OTHER,nan,Śląska Fabryka Urządzeń Górniczych Montana Spółka Akcyjna,PL,False,True,43100000.0,43,431,4310,,,,,,False,True,False,0.7142857142857143
OCDS_CO_35619703,ocds-k50g02-12-12-972587,12-12-972587,OCDS_CO,CO,Colombia,,True,2012-06-05 17:10:00,,,2012.0,6.0,2.0,2012-06,,1600000000.0,COP,888888.8888888889,808080.808080808,1048888.8888888888,5.948847477552619,888888.8888888889,direct,DIRECT,False,False,True,0.0,False,False,0.9498317417052105,0.999512881969996,,BOLIVAR - GOBERNACION,,OTHER,900269029,FUNDACION CENTRO COLOMBIANO EPILEPSIA Y ENFERMEDADES NEUROLOGICA FIRES,Colombia,False,False,,,,,,OTHER,,,,False,True,False,0.42857142857142855
EU_TED_32179605,ocds-ted-eu-202311396,202311396-38,EU_TED,ES,Spain,,True,,,,2023.0,1.0,1.0,NaT,,7500.0,EUR,8100.000000000001,7500.0,6804.000000000001,3.90848501887865,,open,OPEN,False,,False,1.0,True,False,0.7219136629408335,,G82287228,Gerencia de Fraternidad Muprespa - Mútua Colaboradora con la Seguridad Social nº 275,Utilities,OTHER,B87324844,"IDCQ HOSPITALES Y SANIDAD, S.L.U.",ES,False,True,85131000,85,851,8513,,,,,,False,False,False,0.7142857142857143
EU_TED_6600063,ocds-ted-eu-162700,-4,EU_TED,FR,France,,True,,,,2016.0,,,NaT,,3329676.0,EUR,3695940.3600000003,3329676.0,4102493.799600001,6.567724954557842,,open,OPEN,True,,True,,False,False,1.0,,None,Établissement français du sang Centre Atlantique,Public undertaking,OTHER,,,,False,True,60000000.0,60,600,6000,,,,,,False,True,False,0.42857142857142855
EU_TED_3491346,ocds-ted-eu-2012387899,2012387899-nan,EU_TED,FR,France,,True,,,,2012.0,,,NaT,,1140446.5,EUR,1471175.985,1140446.5,1735987.6623,6.1676646270055056,,open,OPEN,False,,True,2.0,False,True,0.9998982334511768,,nan,Conseil général du Nord,Other,OTHER,nan,Montaron Ets Screg Nord Picardie,FR,False,True,45316110.0,45,453,4531,,,,,,False,True,False,0.7142857142857143
OCDS_CO_38154415,ocds-k50g02-16-12-4969915,16-12-4969915,OCDS_CO,CO,Colombia,Bogotá D.C.,True,2016-04-11 14:55:44,,,2016.0,4.0,2.0,2016-04,,1666666.0,COP,546.447868852459,496.7707898658718,606.5571344262296,2.737548736551743,546.447868852459,direct,DIRECT,False,False,False,0.0,False,False,0.9498317417052105,0.03271454890460778,,BOGOTÁ D.C. - ALCALDÍA LOCAL DE TUNJUELITO,,OTHER,79272638 ,ALFREDO GUACANEME GARCIA,Colombia,False,False,801615,80,801,8016,,SERVICES,,,,False,True,False,0.5714285714285714
EU_TED_13121300,ocds-ted-eu-2022446652,2022446652-nan,EU_TED,DE,Germany,,True,,,,2018.0,8.0,3.0,NaT,,0.01,EUR,0.0118,0.01,0.012508,0.0,,open,OPEN,False,,False,4.0,False,True,0.9998982334511768,,nan,Kreisausschuss des Lahn-Dill-Kreises 12.4 Zentrale Vergabe- und Submissionsstelle,Body governed by public law,PUBLIC_BODY,nan,Karl Wengenroth Gmbh,DE,True,True,45223220,45,452,4522,,,,,,False,False,True,0.7142857142857143
EU_TED_30372747,ocds-ted-eu-2022688648,2022688648-9,EU_TED,ES,Spain,,True,,,,2022.0,12.0,4.0,NaT,,642402.76,EUR,674522.898,642402.76,586834.9212600001,5.82899669723439,,open,OPEN,False,,True,23.0,False,True,0.779773543252532,,S1911001D,Secretaría General de la Consejería de Hacienda y Administraciones Públicas de la Junta de Comunidades de Castilla-La Mancha,Body governed by public law,PUBLIC_BODY,nan,LIMPIEZAS MANCHEGAS BECQUER S.L.,ES,True,True,90910000,90,909,9091,,,,,,False,False,False,0.7142857142857143
EU_TED_7522591,ocds-ted-eu-2017514749,2017514749-1,EU_TED,BG,Bulgaria,,False,,,,2017.0,12.0,4.0,NaT,,57265.57,EUR,64710.094099999995,57265.57,70534.002569,4.81097203136418,,open,OPEN,False,,False,8.0,False,True,0.8852444735631749,,000522685,Русенски университет „Ангел Кънчев“,Public undertaking,OTHER,827201940,„Дартек“ ООД,BG,True,True,30000000.0,30,300,3000,,,,,,False,False,False,0.7142857142857143
EU_TED_32226706,ocds-ted-eu-202335861,202335861-nan,EU_TED,DE,Germany,,True,,,,2023.0,1.0,1.0,NaT,,0.01,EUR,0.0108,0.01,0.009072,0.0,,limited,NEGOTIATED,False,,False,1.0,True,False,0.9998982334511768,,nan,BWI GmbH,Utilities,OTHER,nan,ExperTeach Gesellschaft für Netzwerkkompetenz mbH,DE,True,True,80500000,80,805,8050,,,,,,False,False,True,0.7142857142857143
EU_TED_21574230,ocds-ted-eu-7112722,-35,EU_TED,PL,Poland,,True,,,,2018.0,4.0,2.0,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,0.44364224463061114,,9570730409,Uniwersyteckie Centrum Kliniczne,Utilities,OTHER,,,,False,True,33613000.0,33,336,3361,,,,,,True,True,False,0.2857142857142857
EU_TED_22559952,ocds-ted-eu-2019239502,2019239502-2,EU_TED,HR,Croatia,,False,,,,2019.0,5.0,2.0,NaT,,139478.57,EUR,156215.9984,139478.57,162464.638336,5.193725508805346,,open,OPEN,False,,True,2.0,False,True,0.5157545084134955,,55545787885,Hrvatske ceste d.o.o. Zagreb,Public undertaking,OTHER,18736141210,Unicredit leasing Croatia d.o.o.,HR,False,True,34110000,34,341,3411,,,,,,False,False,False,0.7142857142857143
EU_TED_13326354,ocds-ted-eu-2022593462,2022593462-nan,EU_TED,DE,Germany,,True,,,,2018.0,10.0,4.0,NaT,,2777866.56,EUR,3277882.5408,2777866.56,3474555.4932480003,6.5155933870635305,,open,OPEN,False,,True,4.0,False,True,0.9998982334511768,,nan,Kirchheim 2024 GmbH,Public undertaking,OTHER,nan,"Schernthaner GmbH Garten- und Landschaftsbau, Holzfällerei",DE,True,True,45112700,45,451,4511,,,,,,False,False,False,0.7142857142857143
EU_TED_28248216,ocds-ted-eu-225933,-113,EU_TED,RO,Romania,,False,,,,2021.0,3.0,1.0,NaT,,305289.17,EUR,360241.22059999994,305289.17,342229.1595699999,5.556593405470939,,open,OPEN,True,,True,,False,False,0.6120499865214679,,4266146,Penitenciar Spital București Jilava,Public undertaking,OTHER,,,,False,True,33690000,33,336,3369,,,,,,False,True,False,0.42857142857142855
EU_TED_21633498,ocds-ted-eu-7171990,-57,EU_TED,PL,Poland,,True,,,,2018.0,5.0,2.0,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,1.0,,None,Wojewódzki Specjalistyczny Szpital im. dr Wł.Biegańskiego w Łodzi,Public undertaking,OTHER,,,,False,True,33141000.0,33,331,3314,,,,,,True,True,False,0.2857142857142857
OCDS_CO_43113714,ocds-k50g02-20-4-10811543,20-4-10811543,OCDS_CO,CO,Colombia,,True,2020-05-29 11:18:00,,,2020.0,5.0,2.0,2020-05,,1609933.0,COP,436.2962059620596,396.63291451096325,436.2962059620596,2.639781436372321,436.2962059620596,open,OPEN,False,False,False,0.0,False,False,0.2396650813794336,0.999512881969996,822001468,META - EMPRESA DE SERVICIOS PUBLICOS PERLAS DEL MANACACIAS ESP PUERTO GAITAN,,OTHER,112482071,YENY MARCELA MENDEZ ARREDONDO,Colombia,False,False,831015,83,831,8310,,OTHER,,,,False,True,False,0.7142857142857143
EU_TED_10704294,ocds-ted-eu-2019556307,2019556307-2,EU_TED,FR,France,,True,,,,2018.0,11.0,4.0,NaT,,204017.52,EUR,240740.67359999998,204017.52,255185.11401599998,5.381549471362461,,open,OPEN,False,,True,6.0,False,True,0.9998982334511768,,nan,Société immobilière du département de La Réunion; société anonyme d’économie mixte (SEM) créée en application de l’article 2 de la loi du 30.4.1946 au capital de 125 000 000 EUR; RCS Saint-Denis nº 74 b 118; SIRET: 310 863 592 00013,Utilities,OTHER,nan,SRPSE,FR,True,True,45210000,45,452,4521,,,,,,False,False,False,0.7142857142857143
OCDS_CO_36484914,ocds-k50g02-14-12-2448216,14-12-2448216,OCDS_CO,CO,Colombia,,True,2014-02-24 14:39:52,,,2014.0,2.0,1.0,2014-02,,31033737.0,COP,15516.8685,14106.244090909091,17534.061405,4.190804079654596,15516.8685,direct,DIRECT,False,False,False,0.0,False,False,0.990844094838342,0.999512881969996,899999069,INSTITUTO COLOMBIANO AGROPECUARIO - ICA,,OTHER,41962983,BEATRIZ ELENA JARAMILLO,Colombia,False,False,,,,,,OTHER,,,,False,True,False,0.5714285714285714
EU_TED_23515224,ocds-ted-eu-346082,-1,EU_TED,BG,Bulgaria,,False,,,,2019.0,4.0,2.0,NaT,,846417.83,EUR,947987.9696000001,846417.83,985907.4883840001,5.976802825977848,,open,OPEN,False,,True,,False,False,0.7096814191650404,,117527022,„Комплексен онкологичен център — Русе“ ЕООД,Public undertaking,OTHER,,,,False,True,50400000,50,504,5040,,,,,,False,True,False,0.42857142857142855
EU_TED_13434400,ocds-ted-eu-2022664459,2022664459-11,EU_TED,DK,Denmark,,True,,,,2018.0,11.0,4.0,NaT,,,EUR,,,,,,limited,NEGOTIATED,False,,False,,False,False,0.4749457149384401,,26179599,Junge Byg ApS,Utilities,OTHER,nan,nan,nan,False,True,45211340,45,452,4521,,,,,,True,True,False,0.42857142857142855
